"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
7.782758176E0,-1.294481993E0,1.509369850E0,-8.315753937E-2,1.990174904E0
7.787735780E0,-1.356775761E0,1.523773193E0,2.668762207E-2,2.040450303E0
7.792713384E0,-1.435689449E0,1.461884022E0,1.674585342E-1,2.055809196E0
7.797690988E0,-1.496078730E0,1.405220985E0,3.150749207E-1,2.076576459E0
7.802668540E0,-1.528988481E0,1.320147991E0,5.221481323E-1,2.086440789E0
7.807646144E0,-1.572510242E0,1.247113705E0,8.389720917E-1,2.175305778E0
7.812623748E0,-1.653103828E0,1.142657995E0,1.232050896E0,2.357195149E0
7.817601353E0,-1.713057637E0,1.011029720E0,1.629774094E0,2.571558119E0
7.822578957E0,-1.749892712E0,9.072086811E-1,1.991504669E0,2.802006949E0
7.827556561E0,-1.856667399E0,8.211734295E-1,2.312707901E0,3.077362096E0
7.832534113E0,-1.965945840E0,7.261507511E-1,2.639112473E0,3.370037478E0
7.837511717E0,-2.039439201E0,6.624448299E-1,2.913453102E0,3.617506653E0
7.842489321E0,-2.160764217E0,7.353098392E-1,3.085561752E0,3.838003894E0
7.847466926E0,-2.234107733E0,9.232311249E-1,3.122001648E0,3.948479120E0
7.852444530E0,-2.207330704E0,1.193263292E0,3.027378082E0,3.932073775E0
7.857422134E0,-2.123881817E0,1.546014071E0,2.918752670E0,3.926849963E0
7.862399686E0,-2.029779434E0,1.929459572E0,2.807726860E0,3.965620873E0
7.867377290E0,-1.966292620E0,2.231384039E0,2.655819893E0,3.987325005E0
7.872354894E0,-1.855629206E0,2.385668516E0,2.421895981E0,3.873029068E0
7.877332498E0,-1.708885312E0,2.520013571E0,2.201223373E0,3.757145425E0
7.882310103E0,-1.643852711E0,2.702485323E0,2.081766129E0,3.786743835E0
7.887287707E0,-1.636194468E0,2.754427195E0,2.189880371E0,3.880667152E0
7.892265259E0,-1.637083292E0,2.738968134E0,2.479636192E0,4.041111702E0
7.897242863E0,-1.647748113E0,2.524860144E0,2.900639534E0,4.183742618E0
7.902220467E0,-1.649790049E0,2.169660807E0,3.469786644E0,4.412329835E0
7.907198071E0,-1.629805088E0,1.718959332E0,4.072312355E0,4.711137201E0
7.912175676E0,-1.612522125E0,1.177499533E0,4.574527740E0,4.991296104E0
7.917153280E0,-1.551035404E0,5.640470982E-1,5.051167488E0,5.313958312E0
7.922130832E0,-1.448840976E0,-1.125175953E-1,5.610478401E0,5.795624925E0
7.927108436E0,-1.319715142E0,-7.504417896E-1,6.133350372E0,6.318448997E0
7.932086040E0,-1.280497789E0,-1.363658428E0,6.663760185E0,6.921339372E0
7.937063644E0,-1.300004244E0,-1.899318099E0,7.063801765E0,7.429314616E0
7.942041248E0,-1.292871833E0,-2.258753777E0,7.185858727E0,7.642646913E0
7.947018853E0,-1.428053617E0,-2.518050194E0,7.023537636E0,7.596709474E0
7.951996405E0,-1.644877911E0,-2.856010199E0,6.764157295E0,7.524376486E0
7.956974009E0,-1.792441964E0,-2.969802618E0,6.206910133E0,7.110436638E0
7.961951613E0,-1.980590224E0,-2.910509109E0,5.378334045E0,6.428085097E0
7.966929217E0,-2.100961208E0,-2.879194736E0,4.474607468E0,5.720656634E0
7.971906821E0,-2.131239414E0,-2.786533833E0,3.500061035E0,4.955540282E0
7.976884426E0,-2.227797985E0,-2.593125343E0,2.571441650E0,4.277814287E0
7.981861978E0,-2.285741806E0,-2.451052666E0,1.671452522E0,3.745133951E0
7.986839582E0,-2.247392654E0,-2.184295177E0,8.594551086E-1,3.249704948E0
7.991817186E0,-2.140802383E0,-1.953673124E0,1.323223114E-1,2.901272603E0
7.996794790E0,-1.948233962E0,-1.697832942E0,-4.793348312E-1,2.628310132E0
8.001772394E0,-1.721324086E0,-1.353165865E0,-9.257946014E-1,2.377206367E0
8.006749998E0,-1.485524535E0,-1.000045061E0,-1.253011227E0,2.185614422E0
8.011727551E0,-1.239762545E0,-7.241060734E-1,-1.473140717E0,2.057057205E0
8.016705155E0,-9.708732367E-1,-5.462167263E-1,-1.586384773E0,1.938443758E0
8.021682759E0,-7.614761591E-1,-3.509442806E-1,-1.667097092E0,1.866070883E0
8.026660311E0,-5.678857565E-1,-2.288269997E-1,-1.729802132E0,1.834958158E0
8.031637915E0,-4.236476421E-1,-2.132434845E-1,-1.822433472E0,1.883139365E0
8.036615519E0,-3.983347416E-1,-2.776806355E-1,-1.901988983E0,1.962992408E0
8.041593071E0,-4.156138897E-1,-3.598561287E-1,-1.932671547E0,2.009340849E0
8.046570676E0,-4.273139238E-1,-4.212248325E-1,-1.957697392E0,2.047585560E0
8.051548280E0,-3.851532936E-1,-5.235934258E-1,-1.941329479E0,2.047255060E0
8.056525884E0,-3.394401073E-1,-6.211411953E-1,-1.847882748E0,1.978814448E0
8.061503488E0,-3.233695030E-1,-7.642655373E-1,-1.660606861E0,1.856417193E0
8.066481092E0,-2.893188000E-1,-9.417011738E-1,-1.424778938E0,1.732195570E0
8.071458644E0,-2.401180267E-1,-1.099489689E0,-1.144809723E0,1.605342189E0
8.076436248E0,-1.396985054E-1,-1.259893656E0,-7.701702118E-1,1.483243018E0
8.081413853E0,-2.825653553E-2,-1.459957123E0,-4.032812119E-1,1.514895695E0
8.086391457E0,1.083834171E-1,-1.624336720E0,-8.667469025E-2,1.630254350E0
8.091369061E0,2.220422626E-1,-1.732275248E0,1.727991104E-1,1.754975736E0
8.096346665E0,3.102692366E-1,-1.816113353E0,3.565511703E-1,1.876609562E0
8.101324217E0,3.658863902E-1,-1.898231983E0,4.291152954E-1,1.980226616E0
8.106301821E0,4.197577238E-1,-1.931304097E0,3.860206604E-1,2.013738814E0
8.111279426E0,5.213322639E-1,-1.913251162E0,1.771678925E-1,1.990905773E0
8.116257030E0,6.433763504E-1,-1.810246468E0,-1.640119553E-1,1.928166311E0
8.121234634E0,7.426055670E-1,-1.676935673E0,-5.179548264E-1,1.905742239E0
8.126212238E0,7.978799343E-1,-1.536858082E0,-8.082075119E-1,1.910953829E0
8.131189790E0,7.707712054E-1,-1.408809423E0,-1.123537064E0,1.959889736E0
8.136167394E0,7.285556793E-1,-1.301773787E0,-1.476083279E0,2.098625792E0
8.141144998E0,6.690530181E-1,-1.267613888E0,-1.806272507E0,2.305883188E0
8.146122603E0,6.165806055E-1,-1.200241327E0,-2.090470791E0,2.488135650E0
8.151100207E0,5.382816195E-1,-1.106234789E0,-2.302619934E0,2.610662956E0
8.156077759E0,4.967780709E-1,-1.054602861E0,-2.462086201E0,2.724122631E0
8.161055363E0,4.829330444E-1,-9.946916103E-1,-2.571438789E0,2.799095063E0
8.166032967E0,5.019220710E-1,-9.357144833E-1,-2.640431881E0,2.845938839E0
8.171010571E0,4.992313683E-1,-8.512485027E-1,-2.654756546E0,2.832240860E0
8.175988176E0,5.801620483E-1,-7.866544724E-1,-2.731780529E0,2.901385552E0
8.180965780E0,6.800566912E-1,-6.962151527E-1,-2.780615330E0,2.946016676E0
8.185943332E0,7.462047338E-1,-6.398589611E-1,-2.758204937E0,2.928128322E0
8.190920936E0,7.617294788E-1,-5.796191692E-1,-2.662109852E0,2.828960771E0
8.195898540E0,7.406529784E-1,-5.471177101E-1,-2.614254951E0,2.771684249E0
8.200876144E0,7.040935755E-1,-5.381095409E-1,-2.600018978E0,2.746890665E0
8.205853748E0,7.205728292E-1,-5.502314568E-1,-2.583544731E0,2.738007165E0
8.210831353E0,7.512696385E-1,-5.429019928E-1,-2.579193115E0,2.740690747E0
8.215808905E0,7.359817028E-1,-5.044598579E-1,-2.517486095E0,2.670933368E0
8.220786509E0,7.867495418E-1,-4.784247875E-1,-2.422289371E0,2.591399413E0
8.225764113E0,8.146627545E-1,-4.627511501E-1,-2.348551273E0,2.528538533E0
8.230741717E0,8.651403189E-1,-5.005848408E-1,-2.234004021E0,2.447412290E0
8.235719321E0,8.929293156E-1,-4.796397686E-1,-2.095319271E0,2.327603901E0
8.240696926E0,9.341525435E-1,-4.835314751E-1,-1.891914845E0,2.164667513E0
8.245674478E0,9.556960464E-1,-5.005021095E-1,-1.690710068E0,2.005581668E0
8.250652082E0,9.890011549E-1,-5.066819191E-1,-1.491628647E0,1.860055341E0
8.255629686E0,9.911688566E-1,-4.541285038E-1,-1.340148926E0,1.727613251E0
8.260607290E0,9.864832759E-1,-4.340035915E-1,-1.260016918E0,1.658056394E0
8.265584894E0,1.015672326E0,-4.292395115E-1,-1.145988941E0,1.590323076E0
8.270562498E0,1.004354835E0,-4.325315952E-1,-1.046023369E0,1.513267030E0
8.275540051E0,9.646121264E-1,-4.199376106E-1,-9.553074837E-1,1.421068802E0
8.280517655E0,9.491490126E-1,-4.299218655E-1,-8.474297523E-1,1.343076261E0
8.285495259E0,8.979460001E-1,-3.762528896E-1,-7.487759590E-1,1.228225831E0
8.290472863E0,8.826561570E-1,-3.090968132E-1,-7.120590210E-1,1.175436421E0
8.295450415E0,9.247306585E-1,-2.113001347E-1,-6.129846573E-1,1.129391309E0
8.300428019E0,9.689510465E-1,-8.296585083E-2,-5.305662155E-1,1.107813148E0
8.305405571E0,9.698101878E-1,-1.511526108E-2,-4.025468826E-1,1.050144878E0
8.310383176E0,9.606772065E-1,4.736804962E-2,-2.840385437E-1,1.002906936E0
8.315360780E0,8.983938694E-1,4.725122452E-2,-2.349348068E-1,9.298056712E-1
8.320338384E0,8.663417101E-1,4.701995850E-2,-1.930894852E-1,8.888432845E-1
8.325315988E0,8.378978968E-1,-2.708292007E-2,-1.611146927E-1,8.536769378E-1
8.330293592E0,7.963622212E-1,-5.031394958E-2,-7.929611206E-2,8.018803865E-1
8.335271144E0,7.706767917E-1,-7.281684875E-2,1.431627274E-1,7.872360365E-1
8.340248748E0,7.709046602E-1,-1.712808609E-1,4.272546768E-1,8.978739819E-1
8.345226353E0,7.710438967E-1,-2.690234184E-1,6.939744949E-1,1.071672940E0
8.350203957E0,7.644003630E-1,-3.661110401E-1,9.673528671E-1,1.286124713E0
8.355181561E0,7.325993776E-1,-4.531946182E-1,1.254755020E0,1.522004392E0
8.360159165E0,6.925808787E-1,-5.830869675E-1,1.501233101E0,1.753099971E0
8.365136717E0,6.637464762E-1,-5.957918167E-1,1.663974762E0,1.887945784E0
8.370114321E0,5.311264992E-1,-5.589611530E-1,1.800748825E0,1.958884698E0
8.375091926E0,4.038799405E-1,-6.332988739E-1,1.751345634E0,1.905622733E0
8.380069530E0,2.997049689E-1,-6.298294067E-1,1.575732231E0,1.723206376E0
8.385047134E0,1.716359854E-1,-5.056800842E-1,1.369645119E0,1.470067689E0
8.390024738E0,6.956076622E-2,-2.395186424E-1,1.180961609E0,1.207012097E0
8.395002290E0,1.746416092E-4,1.543378830E-1,1.009513855E0,1.021243573E0
8.399979894E0,-6.790733337E-2,5.947885513E-1,8.646345139E-1,1.051654729E0
8.404957498E0,-8.217626810E-2,1.058661938E0,6.693181992E-1,1.255191176E0
8.409935103E0,-7.378834486E-2,1.496583462E0,4.064388275E-1,1.552546070E0
8.414912655E0,9.972155094E-3,1.828335285E0,1.808080673E-1,1.837280848E0
8.419890259E0,1.261892915E-1,2.074454784E0,-3.695392609E-2,2.078617806E0
8.424867811E0,2.633409500E-1,2.221276760E0,-1.035518646E-1,2.239227967E0
8.429845415E0,3.959577084E-1,2.308037758E0,4.268932343E-2,2.342144995E0
8.434823019E0,5.062727332E-1,2.404688835E0,3.128643036E-1,2.477241318E0
8.439800623E0,6.243876219E-1,2.468704224E0,5.726795197E-1,2.610042582E0
8.444778228E0,7.136582136E-1,2.455153942E0,9.632053375E-1,2.732188399E0
8.449755832E0,7.515214086E-1,2.333976269E0,1.254228592E0,2.754145786E0
8.454733384E0,8.300579190E-1,2.093989372E0,1.500686646E0,2.706630386E0
8.459710988E0,9.257868528E-1,1.790448666E0,1.762503624E0,2.677537441E0
8.464688592E0,1.015285730E0,1.382570267E0,2.044673920E0,2.668894358E0
8.469666196E0,1.113295197E0,9.054713249E-1,2.493718147E0,2.877140024E0
8.474643801E0,1.157899499E0,4.559574127E-1,2.940395355E0,3.192891050E0
8.479621405E0,1.139293551E0,2.036476135E-2,3.344949722E0,3.533708132E0
8.484598957E0,1.118524551E0,-4.126288891E-1,3.624524117E0,3.815564813E0
8.489576561E0,1.036813974E0,-7.589535713E-1,3.866323471E0,4.074242374E0
8.494554165E0,9.546641111E-1,-1.044854164E0,4.111938477E0,4.348694267E0
8.499531769E0,8.316413760E-1,-1.270358801E0,4.230595589E0,4.494816781E0
8.504509373E0,6.966972351E-1,-1.425930023E0,4.239932060E0,4.527216291E0
8.509486978E0,5.333626270E-1,-1.496785164E0,4.028109550E0,4.330185685E0
8.514464530E0,3.592530787E-1,-1.572664976E0,3.719991684E0,4.054710351E0
8.519442134E0,1.752663255E-1,-1.591533184E0,3.246116638E0,3.619526128E0
8.524419738E0,5.478203297E-2,-1.574714661E0,2.637522697E0,3.072336784E0
8.529397342E0,-1.205921173E-2,-1.528140068E0,2.044517517E0,2.552529994E0
8.534374894E0,-1.001250744E-2,-1.430922270E0,1.452089310E0,2.038676570E0
8.539352498E0,9.964764118E-3,-1.228766441E0,9.003934860E-1,1.523376084E0
8.544330051E0,6.424278021E-2,-9.533503056E-1,4.557733536E-1,1.058646915E0
8.549307655E0,1.473886371E-1,-7.178366184E-1,1.031713486E-1,7.400386127E-1
8.554285259E0,2.659370005E-1,-5.974235535E-1,-1.746826172E-1,6.768688257E-1
8.559262863E0,4.575288296E-1,-4.472389221E-1,-3.998012543E-1,7.544510099E-1
8.564240467E0,6.568505168E-1,-2.948276997E-1,-6.085729599E-1,9.427284983E-1
8.569218071E0,8.221098185E-1,-1.941020489E-1,-7.775583267E-1,1.148101524E0
8.574195623E0,1.006686926E0,-7.254266739E-2,-9.693198204E-1,1.399379119E0
8.579173228E0,1.191999912E0,1.429319382E-3,-1.169928551E0,1.670209163E0
8.584150832E0,1.392027617E0,-3.070116043E-3,-1.302937984E0,1.906671892E0
8.589128436E0,1.627691031E0,-2.743005753E-3,-1.375417233E0,2.130999338E0
8.594106040E0,1.788392425E0,2.077221870E-2,-1.344060421E0,2.237247721E0
8.599083644E0,1.873344421E0,1.643824577E-2,-1.294826508E0,2.277337310E0
8.604061196E0,1.958161712E0,-3.839516640E-2,-1.229662895E0,2.312561851E0
8.609038801E0,2.020206928E0,-5.410075188E-2,-1.112164497E0,2.306745065E0
8.614016405E0,2.010631561E0,-8.425354958E-2,-1.064082146E0,2.276402589E0
8.618994009E0,2.022270441E0,-1.510217190E-1,-1.063549519E0,2.289873987E0
8.623971613E0,1.985327363E0,-1.614329815E-1,-1.033812046E0,2.244181965E0
8.628949217E0,1.923947573E0,-1.491348743E-1,-9.964036942E-1,2.171781710E0
8.633926769E0,1.854841948E0,-2.027847767E-1,-1.047003269E0,2.139573827E0
8.638904373E0,1.682187319E0,-3.247382641E-1,-1.087402821E0,2.029200338E0
8.643881978E0,1.499853134E0,-4.598746300E-1,-1.067360878E0,1.897446532E0
8.648859582E0,1.293984532E0,-4.909698963E-1,-1.125688076E0,1.783990206E0
8.653837134E0,1.146232367E0,-4.989371300E-1,-1.243368149E0,1.763165123E0
8.658814738E0,1.083203554E0,-4.882600307E-1,-1.418056011E0,1.850029905E0
8.663792290E0,1.016193032E0,-4.945726395E-1,-1.561275005E0,1.927389431E0
8.668769894E0,9.715069532E-1,-4.529585838E-1,-1.704288483E0,2.013354532E0
8.673747498E0,9.060417414E-1,-4.115240574E-1,-1.780030251E0,2.039306593E0
8.678725103E0,8.057265282E-1,-3.729877472E-1,-1.783648491E0,1.992414876E0
8.683702707E0,7.562346458E-1,-3.619310856E-1,-1.853760719E0,2.034530352E0
8.688680311E0,7.017385364E-1,-3.569741249E-1,-2.002214909E0,2.151448823E0
8.693657863E0,6.298401952E-1,-3.297364712E-1,-2.097219467E0,2.214442211E0
8.698635467E0,5.642074943E-1,-3.232655525E-1,-2.232187748E0,2.324971582E0
8.703613071E0,4.569410086E-1,-3.304553032E-1,-2.356792450E0,2.423317240E0
8.708590676E0,3.988901973E-1,-3.103451729E-1,-2.444849014E0,2.496540450E0
8.713568280E0,3.518229127E-1,-2.793922424E-1,-2.558732033E0,2.597873939E0
8.718545884E0,2.899054885E-1,-2.276124954E-1,-2.626779556E0,2.652512672E0
8.723523436E0,2.521395087E-1,-1.257138252E-1,-2.701885700E0,2.716535410E0
8.728501040E0,2.726999819E-1,-5.927157402E-2,-2.745969772E0,2.760113836E0
8.733478644E0,2.393185496E-1,2.266955376E-2,-2.771288395E0,2.781694923E0
8.738456248E0,2.049956322E-1,9.889507294E-2,-2.734917641E0,2.744372049E0
8.743433853E0,1.966403723E-1,1.571671963E-1,-2.651136398E0,2.663060864E0
8.748411457E0,1.809197664E-1,2.453253269E-1,-2.586963177E0,2.604859873E0
8.753389009E0,1.761549711E-1,3.131389618E-1,-2.595073700E0,2.619827111E0
8.758366613E0,1.626972854E-1,4.274029732E-1,-2.560472965E0,2.600993178E0
8.763344217E0,1.454354525E-1,5.494339466E-1,-2.444785595E0,2.509981223E0
8.768321821E0,9.536862373E-2,6.164915562E-1,-2.274230957E0,2.358237363E0
8.773299373E0,6.242978573E-2,6.547255516E-1,-2.075123787E0,2.176855934E0
8.778276978E0,-6.018280983E-3,6.565740108E-1,-1.789907932E0,1.906540337E0
8.783254530E0,-8.853876591E-2,6.334166527E-1,-1.614634991E0,1.736692812E0
8.788232134E0,-2.094324231E-1,6.546947956E-1,-1.501358032E0,1.651230800E0
8.793209738E0,-2.923993468E-1,6.963191032E-1,-1.397344112E0,1.588372828E0
8.798187342E0,-3.972293139E-1,7.513713837E-1,-1.376864910E0,1.618056570E0
8.803164946E0,-4.785485268E-1,8.346099854E-1,-1.394534588E0,1.694198701E0
8.808142551E0,-5.266450644E-1,8.866252899E-1,-1.354768753E0,1.702603243E0
8.813120103E0,-5.843042135E-1,9.389724731E-1,-1.293665886E0,1.701955388E0
8.818097707E0,-6.533970833E-1,1.046808958E0,-1.177769661E0,1.705836486E0
8.823075311E0,-7.407383323E-1,1.114539862E0,-1.055035114E0,1.704110170E0
8.828052915E0,-7.742860317E-1,1.142350435E0,-9.805297852E-1,1.692903434E0
8.833030467E0,-8.038797975E-1,1.226371050E0,-8.920898438E-1,1.716401168E0
8.838008071E0,-8.865789175E-1,1.325917721E0,-7.968921661E-1,1.783007881E0
8.842985623E0,-9.864866138E-1,1.318969011E0,-6.949434280E-1,1.787674875E0
8.847963228E0,-1.060808778E0,1.258330107E0,-5.743131638E-1,1.743142430E0
8.852940832E0,-1.150534034E0,1.232354164E0,-4.516906738E-1,1.745408208E0
8.857918436E0,-1.246148348E0,1.286222219E0,-2.599925995E-1,1.809654512E0
8.862896040E0,-1.242673635E0,1.280873060E0,-8.776855469E-2,1.786778352E0
8.867873644E0,-1.288963199E0,1.204078436E0,1.177425385E-1,1.767793628E0
8.872851196E0,-1.337261677E0,1.134350061E0,4.188995361E-1,1.802913108E0
8.877828801E0,-1.390449762E0,1.040003538E0,7.248363495E-1,1.881580621E0
8.882806405E0,-1.510633707E0,9.226787090E-1,1.009537697E0,2.037772450E0
8.887784009E0,-1.616345525E0,7.915050983E-1,1.323449135E0,2.233958547E0
8.892761613E0,-1.753146052E0,6.439721584E-1,1.556515694E0,2.431247072E0
8.897739217E0,-1.899841666E0,4.821965694E-1,1.759144783E0,2.633724028E0
8.902716769E0,-2.047378063E0,3.032970428E-1,1.972167969E0,2.858879593E0
8.907694373E0,-2.205647945E0,1.284191608E-1,2.162184715E0,3.091345513E0
8.912671978E0,-2.350836515E0,2.670812607E-2,2.305365562E0,3.292697378E0
8.917649582E0,-2.466643572E0,3.166246414E-2,2.286833763E0,3.363768970E0
8.922627134E0,-2.547318697E0,1.554839611E-1,2.393880844E0,3.499096069E0
8.927604738E0,-2.513378620E0,3.315522671E-1,2.391773224E0,3.485337595E0
8.932582290E0,-2.504423618E0,5.556354523E-1,2.225293159E0,3.395997359E0
8.937559894E0,-2.451325417E0,8.093063831E-1,2.035472870E0,3.287418885E0
8.942537498E0,-2.365999222E0,1.069115877E0,1.960918427E0,3.253638295E0
8.947515103E0,-2.326959610E0,1.383341312E0,1.896112442E0,3.305089500E0
8.952492707E0,-2.330050468E0,1.718950272E0,1.663684845E0,3.339426970E0
8.957470311E0,-2.287561417E0,1.997768164E0,1.383010864E0,3.337174542E0
8.962447863E0,-2.303605795E0,2.172633886E0,1.084815025E0,3.347202011E0
8.967425467E0,-2.371599436E0,2.289698839E0,9.075355530E-1,3.419184908E0
8.972403071E0,-2.343352795E0,2.378713846E0,8.362216949E-1,3.442215654E0
8.977380676E0,-2.278304577E0,2.658987999E0,8.438434601E-1,3.601799649E0
8.982358280E0,-2.144199848E0,2.830017090E0,1.013717651E0,3.692453547E0
8.987335884E0,-2.078399897E0,2.754125595E0,1.414855003E0,3.729178007E0
8.992313436E0,-2.048007011E0,2.559092999E0,1.968006134E0,3.823131941E0
8.997291040E0,-2.048676491E0,2.204222918E0,2.620729446E0,3.990475769E0
9.002268644E0,-1.993077755E0,1.694063187E0,3.303914070E0,4.214030992E0
9.007246248E0,-1.832896352E0,1.156902552E0,3.967867851E0,4.521272811E0
9.012223801E0,-1.675322175E0,5.458037853E-1,4.752142906E0,5.068280612E0
9.017201405E0,-1.462816000E0,-7.179093361E-2,5.480419159E0,5.672739968E0
9.022178957E0,-1.257841706E0,-6.196002960E-1,6.220808029E0,6.376874063E0
9.027156561E0,-1.089519978E0,-1.126972675E0,6.849945068E0,7.027009935E0
9.032134165E0,-9.754722118E-1,-1.527091980E0,7.249122620E0,7.472170682E0
9.037111769E0,-9.460867643E-1,-1.779018164E0,7.330519676E0,7.602401234E0
9.042089373E0,-9.695731401E-1,-1.961227894E0,7.102003098E0,7.431348123E0
9.047066978E0,-9.976117611E-1,-2.090894461E0,6.594813347E0,6.989894989E0
9.052044530E0,-1.053357482E0,-2.079578161E0,5.887959480E0,6.332635640E0
9.057022134E0,-1.121395826E0,-2.015467167E0,5.029123306E0,5.532785712E0
9.061999738E0,-1.171643257E0,-1.907064915E0,4.075352669E0,4.649531577E0
9.066977342E0,-1.147217631E0,-1.767501116E0,3.198513985E0,3.830229784E0
9.071954894E0,-1.064016461E0,-1.655004263E0,2.414872169E0,3.114928207E0
9.076932498E0,-9.543441534E-1,-1.515224099E0,1.745483398E0,2.500677734E0
9.081910051E0,-8.075653315E-1,-1.284483194E0,1.127657890E0,1.890415605E0
9.086887655E0,-6.277171373E-1,-1.068903923E0,5.608596802E-1,1.360568992E0
9.091865259E0,-4.354076385E-1,-8.384885788E-1,9.733104706E-2,9.497980002E-1
9.096842863E0,-2.986449003E-1,-6.258263588E-1,-2.536430359E-1,7.383645424E-1
9.101820467E0,-1.588091850E-1,-4.920649529E-1,-5.427122116E-1,7.495897676E-1
9.106798071E0,-6.072151661E-2,-4.457170963E-1,-7.966117859E-1,9.148448885E-1
9.111775623E0,-9.218335152E-3,-5.101747513E-1,-9.773459435E-1,1.102528162E0
9.116753228E0,-2.812206745E-2,-6.064105034E-1,-1.082632065E0,1.241215830E0
9.121730832E0,3.165996075E-2,-7.054314613E-1,-1.043230534E0,1.259748326E0
9.126708436E0,7.507944107E-2,-7.617082596E-1,-9.430208206E-1,1.214547102E0
9.131686040E0,1.002665758E-1,-8.902776241E-1,-8.130846024E-1,1.209857101E0
9.136663644E0,1.313043833E-1,-1.069682837E0,-5.887966156E-1,1.228065009E0
9.141641196E0,1.344126463E-1,-1.298320532E0,-3.895921707E-1,1.362161893E0
9.146618801E0,9.528076649E-2,-1.519807339E0,-1.838731766E-1,1.533852052E0
9.151596405E0,7.302439213E-2,-1.704004526E0,-4.312419891E-2,1.706113620E0
9.156574009E0,8.119034767E-2,-1.885573745E0,2.353000641E-2,1.887467584E0
9.161551561E0,5.420362949E-2,-2.046245813E0,2.359580994E-2,2.047099588E0
9.166529165E0,6.087338924E-2,-2.205945730E0,-2.107524872E-2,2.206886109E0
9.171506717E0,4.576516151E-2,-2.281448364E0,-1.126575470E-1,2.284686589E0
9.176484321E0,1.993656158E-2,-2.359359264E0,-2.941341400E-1,2.377706562E0
9.181461926E0,3.779959679E-2,-2.389410973E0,-5.870275497E-1,2.460754955E0
9.186439530E0,8.711874485E-2,-2.354960680E0,-8.428688049E-1,2.502769926E0
9.191417134E0,1.583497524E-1,-2.282073498E0,-1.109678268E0,2.542502695E0
9.196394738E0,2.752959728E-1,-2.223055840E0,-1.454600334E0,2.670885110E0
9.201372290E0,4.235802889E-1,-2.127385855E0,-1.813035965E0,2.827063891E0
9.206349894E0,5.294433832E-1,-1.966016412E0,-2.089354515E0,2.917350359E0
9.211327498E0,6.385234594E-1,-1.791018009E0,-2.353297234E0,3.025469482E0
9.216305103E0,7.587431669E-1,-1.637897015E0,-2.624073982E0,3.184990124E0
9.221282655E0,8.691052198E-1,-1.470133305E0,-2.834872723E0,3.309552714E0
9.226260259E0,9.486448169E-1,-1.275244236E0,-3.012245655E0,3.405847727E0
9.231237811E0,9.578181505E-1,-1.138992071E0,-3.132335663E0,3.467887722E0
9.236215415E0,9.567226171E-1,-1.039283752E0,-3.353325844E0,3.638711736E0
9.241193019E0,9.502555132E-1,-9.541802406E-1,-3.522131443E0,3.770789755E0
9.246170623E0,8.623597622E-1,-8.784794807E-1,-3.658079624E0,3.859655049E0
9.251148228E0,7.624379396E-1,-7.998638153E-1,-3.718327999E0,3.879053602E0
9.256125832E0,6.739180684E-1,-7.802774906E-1,-3.801271915E0,3.938612281E0
9.261103384E0,5.775895715E-1,-7.866005898E-1,-3.775102139E0,3.899198168E0
9.266080988E0,4.972127676E-1,-7.545020580E-1,-3.668551445E0,3.778195812E0
9.271058592E0,3.798436522E-1,-7.633795738E-1,-3.558138847E0,3.658877100E0
9.276036196E0,4.018831253E-1,-7.275493145E-1,-3.436564922E0,3.535649377E0
9.281013748E0,4.096751213E-1,-6.066403389E-1,-3.330103397E0,3.409609192E0
9.285991301E0,3.599020243E-1,-6.239199638E-1,-3.171478748E0,3.252242771E0
9.290968905E0,3.475859165E-1,-6.027581692E-1,-3.032381058E0,3.111184382E0
9.295946509E0,3.338929415E-1,-6.296064854E-1,-2.951024532E0,3.035858135E0
9.300924113E0,3.520396948E-1,-6.113078594E-1,-2.836374283E0,2.922780922E0
9.305901717E0,3.924578428E-1,-5.600454807E-1,-2.686001301E0,2.771692098E0
9.310879321E0,4.596484900E-1,-5.021665096E-1,-2.552636147E0,2.641855264E0
9.315856926E0,5.033979416E-1,-4.352591038E-1,-2.409944534E0,2.500138523E0
9.320834478E0,5.383157730E-1,-3.497459888E-1,-2.236381531E0,2.326694754E0
9.325812082E0,5.838743448E-1,-2.888507843E-1,-2.034262180E0,2.136016537E0
9.330789686E0,6.450950503E-1,-2.646346092E-1,-1.865728378E0,1.991763410E0
9.335767290E0,6.957108378E-1,-2.123672962E-1,-1.685309410E0,1.835587439E0
9.340744842E0,7.145733237E-1,-1.945343018E-1,-1.466529369E0,1.642914185E0
9.345722446E0,7.425146699E-1,-2.326467037E-1,-1.274005413E0,1.492830304E0
9.350699998E0,8.396076560E-1,-1.925477982E-1,-1.081390858E0,1.382541810E0
9.355677603E0,8.696807623E-1,-9.606266022E-2,-8.526630402E-1,1.221722932E0
9.360655207E0,8.690479994E-1,-1.254537106E-1,-5.445833206E-1,1.033225073E0
9.365632811E0,9.004451036E-1,-1.612522602E-1,-3.125410080E-1,9.666879320E-1
9.370610415E0,9.016054273E-1,-1.291978359E-1,-1.827993393E-1,9.289779468E-1
9.375588019E0,8.415092826E-1,-8.900451660E-2,-8.592128754E-2,8.505540220E-1
9.380565571E0,8.231036067E-1,-2.615976334E-2,-6.261444092E-2,8.258961489E-1
