"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.151091776E1,9.886785150E-1,-2.334067106E0,6.990086555E0,7.435500287E0
2.151589531E1,7.321105599E-1,-2.617129564E0,6.798459053E0,7.321502477E0
2.152087286E1,5.270453691E-1,-2.677422285E0,6.319081306E0,6.883106528E0
2.152585036E1,4.605736732E-1,-2.596463442E0,5.681049347E0,6.263231769E0
2.153082792E1,5.721705556E-1,-2.529360056E0,4.730846405E0,5.394992970E0
2.153580547E1,6.322973371E-1,-2.223650217E0,3.757714272E0,4.411897183E0
2.154078307E1,7.258448601E-1,-1.818838596E0,2.892389297E0,3.492984462E0
2.154576062E1,8.663545847E-1,-1.566693306E0,2.038264275E0,2.712861853E0
2.155073818E1,9.947998524E-1,-1.340430975E0,1.103352547E0,2.000941975E0
2.155571573E1,1.174730301E0,-1.065949440E0,2.230501175E-1,1.601871045E0
2.156069328E1,1.385930538E0,-7.195734978E-1,-5.439724922E-1,1.653631019E0
2.156567083E1,1.637445331E0,-4.192976952E-1,-1.086164951E0,2.009176963E0
2.157064844E1,1.856670618E0,-1.924042702E-1,-1.552790165E0,2.428044992E0
2.157562599E1,2.076439619E0,5.598545074E-3,-1.884791374E0,2.804295163E0
2.158060354E1,2.367755175E0,2.426962852E-1,-2.166547775E0,3.218554849E0
2.158558109E1,2.633653641E0,4.456567764E-1,-2.446535110E0,3.622192086E0
2.159055864E1,2.874352932E0,5.745844841E-1,-2.677443981E0,3.969982164E0
2.159553620E1,3.053687572E0,5.960817337E-1,-2.782884121E0,4.174298175E0
2.160051380E1,3.155021667E0,5.405807495E-1,-2.652453423E0,4.157150277E0
2.160549135E1,3.211596966E0,4.738631248E-1,-2.390916348E0,4.031796413E0
2.161046890E1,3.131258011E0,2.868447304E-1,-2.131645679E0,3.798811647E0
2.161544640E1,2.919981956E0,-4.808568954E-2,-1.873872757E0,3.469871175E0
2.162042396E1,2.670106173E0,-3.598222733E-1,-1.604912758E0,3.136029975E0
2.162540151E1,2.440791130E0,-5.989341736E-1,-1.372217655E0,2.863418373E0
2.163037911E1,2.135636806E0,-8.714613914E-1,-1.225646496E0,2.612010501E0
2.163535666E1,1.751741171E0,-1.110867977E0,-1.143337250E0,2.368511106E0
2.164033422E1,1.520683765E0,-1.281339407E0,-1.168347359E0,2.306370599E0
2.164531177E1,1.331509113E0,-1.423745155E0,-1.231201172E0,2.305606886E0
2.165028932E1,1.155285716E0,-1.440184832E0,-1.190636635E0,2.196914434E0
2.165526687E1,9.827144742E-1,-1.424407959E0,-1.170991421E0,2.089470430E0
2.166024448E1,9.025366902E-1,-1.405159950E0,-1.246393204E0,2.083876911E0
2.166522203E1,8.669430017E-1,-1.358326674E0,-1.357013702E0,2.106686429E0
2.167019958E1,8.858044147E-1,-1.264676094E0,-1.469350815E0,2.131442446E0
2.167517713E1,9.664467573E-1,-1.152917862E0,-1.643225193E0,2.227875213E0
2.168015469E1,1.013394594E0,-9.890918732E-1,-1.816609383E0,2.303332583E0
2.168513224E1,1.062727928E0,-8.472747803E-1,-2.008716106E0,2.425325875E0
2.169010984E1,1.069383979E0,-7.462701797E-1,-2.162229538E0,2.525022346E0
2.169508739E1,1.048043489E0,-6.763992310E-1,-2.315472126E0,2.630080273E0
2.170006495E1,1.051331997E0,-6.107745171E-1,-2.530966282E0,2.807870153E0
2.170504245E1,1.043302536E0,-5.228109360E-1,-2.650879860E0,2.896372816E0
2.171002000E1,1.021537066E0,-4.340519905E-1,-2.804538250E0,3.016185323E0
2.171499755E1,9.287992716E-1,-3.469448090E-1,-2.829144955E0,2.997849223E0
2.171997516E1,8.800338507E-1,-3.330879211E-1,-2.861326218E0,3.012074844E0
2.172495271E1,8.868982792E-1,-3.206596375E-1,-2.915427208E0,3.064168234E0
2.172993026E1,9.060328007E-1,-2.402710915E-1,-2.910104752E0,3.057341214E0
2.173490781E1,9.108399153E-1,-2.335028648E-1,-2.790241241E0,2.944418300E0
2.173988536E1,8.840921521E-1,-2.220315933E-1,-2.636990547E0,2.790096075E0
2.174486292E1,8.114998937E-1,-2.257103920E-1,-2.440424442E0,2.581694931E0
2.174984052E1,7.819525003E-1,-2.065072060E-1,-2.250652313E0,2.391554050E0
2.175481807E1,7.949873805E-1,-2.052416801E-1,-2.137052059E0,2.289349381E0
2.175979562E1,7.280121446E-1,-1.957020760E-1,-2.027775288E0,2.163370889E0
2.176477318E1,6.629810333E-1,-1.996335983E-1,-1.865215302E0,1.989579238E0
2.176975073E1,6.482129693E-1,-1.402931213E-1,-1.704495430E0,1.828979739E0
2.177472828E1,6.210243702E-1,-3.689432144E-2,-1.792117596E0,1.897028712E0
2.177970588E1,6.027125716E-1,7.758522034E-2,-1.891272545E0,1.986502894E0
2.178468344E1,5.863384604E-1,1.722559929E-1,-1.908725739E0,2.004170368E0
2.178966099E1,5.961457491E-1,2.833242416E-1,-1.887759686E0,1.999824745E0
2.179463849E1,5.918512940E-1,4.300365448E-1,-1.816462040E0,1.958252723E0
2.179961604E1,5.616233945E-1,5.144882202E-1,-1.805060863E0,1.959174236E0
2.180459359E1,5.556601286E-1,5.871000290E-1,-1.791340351E0,1.965284935E0
2.180957120E1,5.601143837E-1,6.623926163E-1,-1.760944843E0,1.963012695E0
2.181454875E1,4.962634444E-1,7.476267815E-1,-1.654086590E0,1.881814459E0
2.181952630E1,4.312200546E-1,7.756872177E-1,-1.540174961E0,1.777577089E0
2.182450385E1,3.699433804E-1,7.703680992E-1,-1.407115936E0,1.646298992E0
2.182948141E1,2.574385405E-1,7.650346756E-1,-1.333785534E0,1.559017802E0
2.183445896E1,1.578269005E-1,7.788023949E-1,-1.291466713E0,1.516353775E0
2.183943656E1,6.139338017E-2,7.924332619E-1,-1.241821289E0,1.474394701E0
2.184441411E1,-2.218294144E-2,7.914323807E-1,-1.055569649E0,1.319501641E0
2.184939167E1,-8.782410622E-2,8.088073730E-1,-8.474025726E-1,1.174722759E0
2.185436916E1,-2.501922846E-1,8.129787445E-1,-6.673164368E-1,1.081129893E0
2.185934672E1,-3.968455791E-1,9.091424942E-1,-5.798482895E-1,1.149021552E0
2.186432427E1,-5.807267427E-1,1.011253357E0,-6.185264587E-1,1.320019652E0
2.186930187E1,-7.759147882E-1,1.122007370E0,-6.949067116E-1,1.530960364E0
2.187427943E1,-9.230070114E-1,1.217637062E0,-8.497753143E-1,1.748342084E0
2.187925698E1,-1.144235969E0,1.324913025E0,-9.349527359E-1,1.984642813E0
2.188423453E1,-1.287088990E0,1.389179230E0,-1.087224960E0,2.183683841E0
2.188921208E1,-1.364023328E0,1.461266518E0,-1.218339443E0,2.340984937E0
2.189418963E1,-1.425319076E0,1.536908150E0,-1.199400902E0,2.414991439E0
2.189916724E1,-1.439371943E0,1.570738792E0,-1.042513847E0,2.371886816E0
2.190414479E1,-1.468402267E0,1.574617863E0,-8.267145157E-1,2.306313838E0
2.190912234E1,-1.490565777E0,1.579421520E0,-5.614542961E-1,2.243120505E0
2.191409984E1,-1.498263121E0,1.542016983E0,-2.299280167E-1,2.162284821E0
2.191907739E1,-1.520422459E0,1.493414879E0,8.408164978E-2,2.132848372E0
2.192405495E1,-1.592888355E0,1.409108639E0,4.790039062E-1,2.179982846E0
2.192903255E1,-1.698984981E0,1.245286942E0,9.192256927E-1,2.298317951E0
2.193401010E1,-1.872410417E0,1.044219971E0,1.338103294E0,2.527219132E0
2.193898766E1,-2.034395218E0,8.551998138E-1,1.748067856E0,2.815292499E0
2.194396521E1,-2.223546982E0,7.134156227E-1,2.087199211E0,3.132015897E0
2.194894276E1,-2.375456333E0,5.897717476E-1,2.341341972E0,3.387108758E0
2.195392031E1,-2.526285172E0,5.125770569E-1,2.541843414E0,3.620196120E0
2.195889792E1,-2.673604488E0,5.721511841E-1,2.727331161E0,3.861845828E0
2.196387547E1,-2.822123289E0,7.585792542E-1,2.783096313E0,4.035523192E0
2.196885302E1,-2.938742161E0,9.788031578E-1,2.620511055E0,4.057257608E0
2.197383052E1,-3.005116463E0,1.200003624E0,2.296772003E0,3.968109788E0
2.197880807E1,-3.088666916E0,1.520950794E0,1.950448036E0,3.956943540E0
2.198378568E1,-3.204130650E0,1.870829105E0,1.487643242E0,3.997441329E0
2.198876323E1,-3.227945805E0,2.203193188E0,9.291248322E-1,4.017084427E0
2.199374078E1,-3.151170731E0,2.543848515E0,4.222784042E-1,4.071776184E0
2.199871833E1,-3.012366772E0,2.820726395E0,-5.324459076E-2,4.127188625E0
2.200369588E1,-2.868220329E0,3.110323429E0,-2.257757187E-1,4.236953430E0
2.200867344E1,-2.848962784E0,3.253959656E0,-7.779121399E-3,4.324916519E0
2.201365099E1,-2.983512878E0,3.168395042E0,5.933055878E-1,4.392275920E0
2.201862859E1,-3.083805084E0,2.844009399E0,1.342966080E0,4.404747570E0
2.202360614E1,-3.220905304E0,2.397860527E0,2.028504372E0,4.498754947E0
2.202858370E1,-3.301482439E0,1.900978088E0,2.652902603E0,4.642348135E0
2.203356120E1,-3.225232124E0,1.342619419E0,3.355686188E0,4.844107653E0
2.203853875E1,-3.030639648E0,6.946153641E-1,4.176089287E0,5.206437257E0
2.204351630E1,-2.844551563E0,-8.796262741E-2,4.894917488E0,5.662104576E0
2.204849390E1,-2.590325832E0,-7.438933849E-1,5.601919174E0,6.216483228E0
2.205347146E1,-2.316192150E0,-1.306511641E0,6.207158089E0,6.752816470E0
2.205844901E1,-2.048863411E0,-1.894761801E0,6.546361923E0,7.116376746E0
2.206342651E1,-1.762782931E0,-2.206133366E0,6.675381660E0,7.248113437E0
2.206840406E1,-1.543715954E0,-2.431025028E0,6.621317863E0,7.220442638E0
2.207338161E1,-1.323262930E0,-2.653676510E0,6.295855522E0,6.959225572E0
2.207835922E1,-1.234416127E0,-2.589472771E0,5.648893356E0,6.335546429E0
2.208333677E1,-1.199878335E0,-2.482206345E0,4.866886139E0,5.593535290E0
2.208831432E1,-1.186504126E0,-2.292984724E0,4.071686745E0,4.821224319E0
2.209329187E1,-1.220463037E0,-2.322289467E0,3.277232170E0,4.197952964E0
2.209826943E1,-1.174674392E0,-2.233304024E0,2.647936821E0,3.657741953E0
2.210324698E1,-1.058866739E0,-2.024868488E0,1.910271645E0,2.978326531E0
2.210822458E1,-9.168424606E-1,-1.748701811E0,1.396716118E0,2.418547919E0
2.211320213E1,-6.608958244E-1,-1.587764025E0,9.917259216E-1,1.985270307E0
2.211817969E1,-4.649934769E-1,-1.411520004E0,5.367679596E-1,1.580103635E0
2.212315719E1,-3.240262270E-1,-1.307493210E0,5.075454712E-3,1.347055028E0
2.212813474E1,-1.790268421E-1,-1.094864845E0,-3.023242950E-1,1.149860695E0
2.213311229E1,5.117458105E-2,-7.653348446E-1,-3.311519623E-1,8.354746461E-1
2.213808989E1,1.740856767E-1,-7.106249332E-1,-3.787813187E-1,8.238743265E-1
2.214306745E1,1.898069978E-1,-7.461211681E-1,-4.429168701E-1,8.881997792E-1
2.214804500E1,1.800171733E-1,-7.023291588E-1,-3.415031433E-1,8.014342311E-1
2.215302250E1,1.735157967E-1,-9.028825760E-1,-1.558465958E-1,9.325196186E-1
2.215800005E1,1.048433781E-1,-1.089683294E0,-1.265716553E-2,1.094788573E0
2.216297760E1,1.877176762E-2,-1.273173094E0,2.128915787E-1,1.290986030E0
2.216795521E1,-1.623708010E-2,-1.490481615E0,4.375133514E-1,1.553453257E0
2.217293276E1,1.976102591E-2,-1.740421772E0,5.803680420E-1,1.834743989E0
2.217791031E1,8.262991905E-2,-1.918698072E0,7.951164246E-1,2.078566844E0
2.218288786E1,8.805090189E-2,-2.005264521E0,9.938144684E-1,2.239755781E0
2.218786542E1,8.563572168E-2,-2.108882427E0,1.064470291E0,2.363856081E0
2.219284297E1,9.134298563E-2,-2.244315147E0,1.021738052E0,2.467639088E0
2.219782057E1,9.996557236E-2,-2.337382078E0,8.370218277E-1,2.484744179E0
2.220279812E1,1.117137671E-1,-2.373681545E0,6.300973892E-1,2.458427702E0
2.220777568E1,1.697710752E-1,-2.312417269E0,3.793792725E-1,2.349473234E0
2.221275318E1,2.066383362E-1,-2.229897499E0,5.746841431E-3,2.239458703E0
2.221773073E1,2.389927506E-1,-2.078157663E0,-4.237222672E-1,2.134337688E0
2.222270828E1,2.790231705E-1,-1.878427267E0,-8.540902138E-1,2.082261516E0
2.222768588E1,4.181887507E-1,-1.735156775E0,-1.326421738E0,2.223745824E0
2.223266344E1,5.946538448E-1,-1.544476032E0,-1.774103165E0,2.426203093E0
2.223764099E1,7.224607468E-1,-1.320084095E0,-2.152060509E0,2.626011421E0
2.224261849E1,8.023443818E-1,-1.135543346E0,-2.403247356E0,2.776474933E0
2.224759604E1,8.374035954E-1,-1.009770632E0,-2.618785381E0,2.928979069E0
2.225257359E1,8.570924997E-1,-9.015369415E-1,-2.815686226E0,3.078224380E0
2.225755120E1,8.212209344E-1,-8.389093876E-1,-3.037350178E0,3.256327515E0
2.226252875E1,7.803418636E-1,-7.638289928E-1,-3.202720642E0,3.383753488E0
2.226750630E1,8.018962741E-1,-6.710412502E-1,-3.230768204E0,3.395761649E0
2.227248385E1,7.617003918E-1,-6.729452610E-1,-3.181508541E0,3.339916078E0
2.227746140E1,6.479419470E-1,-6.264863014E-1,-3.090594769E0,3.219330656E0
2.228243896E1,5.965613723E-1,-5.487809181E-1,-2.989056110E0,3.097015079E0
2.228741656E1,5.397754312E-1,-5.289349556E-1,-2.840771675E0,2.939577081E0
2.229239411E1,4.125404656E-1,-5.914907455E-1,-2.597605228E0,2.695849376E0
2.229737166E1,2.790308297E-1,-6.943066120E-1,-2.254371166E0,2.375312449E0
2.230234917E1,1.338401437E-1,-7.619833946E-1,-1.911074638E0,2.061731833E0
2.230732672E1,2.598941326E-3,-8.121173382E-1,-1.658256054E0,1.846443735E0
2.231230427E1,-7.444590330E-2,-8.404300213E-1,-1.462083340E0,1.688061760E0
2.231728187E1,-9.053111076E-2,-8.064517975E-1,-1.353525639E0,1.578160967E0
2.232225943E1,-1.056649685E-1,-7.846491337E-1,-1.248629093E0,1.478483669E0
2.232723698E1,-1.125211120E-1,-7.293658257E-1,-1.166614532E0,1.380443760E0
2.233221453E1,-1.803622842E-1,-6.714699268E-1,-1.176969528E0,1.366989278E0
2.233719208E1,-1.635878086E-1,-6.152131557E-1,-1.265538216E0,1.416628100E0
2.234216963E1,-1.530398726E-1,-5.339078903E-1,-1.384548187E0,1.491795067E0
2.234714724E1,-1.292928457E-1,-4.461202621E-1,-1.457702160E0,1.529913565E0
2.235212479E1,-4.915022850E-2,-3.009138107E-1,-1.538054943E0,1.567985292E0
2.235710234E1,4.466962814E-2,-1.339178085E-1,-1.565930843E0,1.572281387E0
2.236207984E1,1.192319691E-1,-3.330612183E-2,-1.496102333E0,1.501215425E0
2.236705739E1,2.153440416E-1,-1.115131378E-2,-1.354898453E0,1.371950154E0
2.237203495E1,3.000446260E-1,1.641464233E-2,-1.123250008E0,1.162749671E0
2.237701250E1,3.736202419E-1,2.523088455E-2,-8.968300819E-1,9.718708137E-1
2.238199010E1,4.388430715E-1,2.489376068E-2,-6.875762939E-1,8.160662355E-1
2.238696766E1,4.622048736E-1,1.265382767E-2,-5.048408508E-1,6.845858231E-1
2.239194516E1,4.698953629E-1,-5.720424652E-2,-3.341026306E-1,5.793949824E-1
2.239692271E1,4.901196659E-1,-1.037240028E-1,-1.775178909E-1,5.314965261E-1
2.240190026E1,4.700663388E-1,-1.010713577E-1,-8.511543274E-3,4.808848392E-1
2.240687781E1,5.100739002E-1,-1.000347137E-1,1.276988983E-1,5.352469862E-1
2.241185542E1,5.307334065E-1,-1.415944099E-1,2.671985626E-1,6.108371286E-1
2.241683297E1,5.174838305E-1,-1.541943550E-1,4.268751144E-1,6.883224370E-1
2.242181052E1,4.920845032E-1,-1.117677689E-1,5.063600540E-1,7.148704055E-1
2.242678807E1,4.086791277E-1,-5.036354065E-2,4.603433609E-1,6.176334881E-1
2.243176562E1,2.860139310E-1,8.785247803E-3,3.222846985E-1,4.309855870E-1
2.243674318E1,2.457319498E-1,6.139516830E-2,1.063661575E-1,2.747131546E-1
2.244172078E1,2.183021605E-1,1.631932259E-1,-8.002376556E-2,2.840627841E-1
2.244669833E1,1.749694943E-1,3.456315994E-1,-2.658576965E-1,4.698466146E-1
2.245167583E1,1.514229476E-1,4.608511925E-1,-4.323267937E-1,6.497839543E-1
2.245665338E1,1.875398159E-1,5.073394775E-1,-5.895242691E-1,8.000646173E-1
2.246163094E1,3.335194588E-1,6.697397232E-1,-5.964927673E-1,9.568647489E-1
2.246660849E1,4.493747652E-1,6.704168320E-1,-3.481006622E-1,8.789598849E-1
2.247158609E1,5.099657774E-1,5.478186607E-1,6.927490234E-2,7.516444580E-1
2.247656364E1,5.445309281E-1,5.199127197E-1,5.142240524E-1,9.117288763E-1
2.248154114E1,5.781927705E-1,4.979176521E-1,9.102716446E-1,1.187780845E0
2.248651870E1,6.382992268E-1,5.031738281E-1,1.327001572E0,1.556130771E0
2.249149625E1,6.601881981E-1,5.186653137E-1,1.608997345E0,1.814864904E0
2.249647380E1,6.580727100E-1,6.084499359E-1,1.852419853E0,2.057846041E0
2.250145140E1,5.959684849E-1,7.574672699E-1,2.083994865E0,2.296077024E0
2.250642896E1,5.124932528E-1,1.048951149E0,2.244194984E0,2.529695431E0
2.251140646E1,3.664561510E-1,1.396209240E0,2.170632362E0,2.606786375E0
2.251638401E1,1.273028702E-1,1.648847580E0,1.767588615E0,2.420593703E0
2.252136156E1,-1.806170642E-1,1.783938408E0,1.283678055E0,2.205195709E0
2.252633911E1,-3.482440710E-1,1.823979378E0,7.758560181E-1,2.012492799E0
2.253131672E1,-3.691534102E-1,2.021363258E0,3.439579010E-1,2.083384434E0
2.253629427E1,-2.911989987E-1,2.336499691E0,8.518981934E-2,2.356116501E0
2.254127182E1,-3.185721934E-1,2.380018234E0,1.616115570E-1,2.406676824E0
2.254624937E1,-2.701577842E-1,2.352391720E0,2.656297684E-1,2.382706697E0
2.255122693E1,-5.415873230E-2,2.419879913E0,3.654460907E-1,2.447918056E0
2.255620448E1,1.871693581E-1,2.372667789E0,6.663408279E-1,2.471557183E0
2.256118208E1,5.078362823E-1,2.165814877E0,1.031517029E0,2.452076498E0
2.256615963E1,7.860569358E-1,1.899437428E0,1.427816391E0,2.502879880E0
2.257113713E1,1.080063820E0,1.524919987E0,2.092669487E0,2.805563117E0
2.257611469E1,1.328488827E0,9.289355278E-1,2.818319321E0,3.251265534E0
2.258109224E1,1.579161406E0,3.757848740E-1,3.426279068E0,3.791352433E0
2.258606984E1,1.702718019E0,-4.757785797E-2,3.982272148E0,4.331282001E0
2.259104739E1,1.782340527E0,-4.123191833E-1,4.487360001E0,4.845941048E0
2.259602495E1,1.886595249E0,-7.728371620E-1,4.930628777E0,5.335505510E0
2.260100245E1,1.880166531E0,-1.169766665E0,5.327813148E0,5.769659711E0
2.260598000E1,1.771625400E0,-1.478552341E0,5.713674545E0,6.162049204E0
2.261095755E1,1.643574595E0,-1.727900743E0,5.960180283E0,6.419558196E0
2.261593510E1,1.518426418E0,-1.919316530E0,5.859994888E0,6.350506659E0
2.262091271E1,1.425774097E0,-2.024890661E0,5.449696541E0,5.986000865E0
2.262589026E1,1.340543628E0,-1.994386673E0,4.801294327E0,5.369083966E0
2.263086776E1,1.293433785E0,-1.839038372E0,3.960020065E0,4.553766793E0
2.263584531E1,1.227086306E0,-1.667367220E0,3.037657738E0,3.676033022E0
2.264082286E1,1.171083808E0,-1.470431089E0,2.131490707E0,2.841981265E0
2.264580042E1,1.133765340E0,-1.260452986E0,1.254736900E0,2.109153921E0
2.265077802E1,1.079872251E0,-1.078822851E0,3.490486145E-1,1.565828138E0
2.265575557E1,1.067610145E0,-9.096550941E-1,-3.805856705E-1,1.453309762E0
2.266073312E1,1.037775159E0,-7.442679405E-1,-9.974231720E-1,1.620421251E0
2.266571068E1,1.003051281E0,-5.597805977E-1,-1.576549053E0,1.950634027E0
2.267068823E1,1.069677353E0,-4.147415161E-1,-1.975225925E0,2.284236770E0
2.267566578E1,1.183738708E0,-2.864642143E-1,-2.254165649E0,2.562140092E0
2.268064338E1,1.298320055E0,-2.388691902E-1,-2.435469627E0,2.770235687E0
2.268562094E1,1.483581901E0,-1.923766136E-1,-2.517210007E0,2.928202560E0
2.269059844E1,1.653211236E0,-2.234172821E-1,-2.545075893E0,3.043096117E0
2.269557599E1,1.845504045E0,-3.084063530E-1,-2.416001797E0,3.055824658E0
2.270055354E1,1.949848533E0,-3.696465492E-1,-2.119825363E0,2.903826345E0
2.270553109E1,1.912873507E0,-5.474429131E-1,-1.696525574E0,2.614761522E0
2.271050870E1,1.827191114E0,-7.474575043E-1,-1.353517532E0,2.393601847E0
2.271548625E1,1.715936780E0,-9.444651604E-1,-1.090046406E0,2.241574143E0
2.272046375E1,1.561483622E0,-1.088544607E0,-8.579950333E-1,2.087897493E0
2.272544130E1,1.392494082E0,-1.208875179E0,-6.523056030E-1,1.955996311E0
2.273041885E1,1.191602945E0,-1.346623659E0,-5.037994385E-1,1.867384999E0
2.273539641E1,1.073284388E0,-1.389646530E0,-4.122343063E-1,1.803605827E0
2.274037401E1,1.016057730E0,-1.364699602E0,-2.888374329E-1,1.725747773E0
2.274535156E1,9.741156697E-1,-1.317693472E0,-2.195873260E-1,1.653310623E0
2.275032906E1,9.858706594E-1,-1.267986298E0,-1.732110977E-1,1.615466587E0
2.275530661E1,9.801141620E-1,-1.146247625E0,-1.687812805E-1,1.517562028E0
2.276028416E1,1.041009545E0,-1.000639677E0,-2.204732895E-1,1.460681043E0
2.276526172E1,1.108832955E0,-8.501064777E-1,-3.666210175E-1,1.444507707E0
2.277023932E1,1.102601409E0,-6.870689392E-1,-6.169013977E-1,1.438179728E0
2.277521687E1,1.051499724E0,-5.206546783E-1,-9.618654251E-1,1.517207323E0
2.278019437E1,1.007612109E0,-4.317183495E-1,-1.358627796E0,1.745718300E0
2.278517193E1,9.035946727E-1,-3.934898376E-1,-1.706850529E0,1.970953148E0
2.279014948E1,8.328444958E-1,-3.410425186E-1,-1.956501961E0,2.153564458E0
2.279512703E1,8.102010489E-1,-3.075265884E-1,-2.129431725E0,2.299016705E0
2.280010463E1,8.022494316E-1,-3.046989441E-1,-2.285648346E0,2.441440959E0
2.280508219E1,7.971231937E-1,-3.277339935E-1,-2.408422947E0,2.557990627E0
2.281005974E1,7.924954891E-1,-3.215255737E-1,-2.473898411E0,2.617556330E0
2.281503729E1,7.574990392E-1,-3.412661552E-1,-2.553839684E0,2.685584576E0
2.282001484E1,7.324340343E-1,-3.895406723E-1,-2.617009163E0,2.745348522E0
2.282499239E1,6.665774584E-1,-4.568858147E-1,-2.677714825E0,2.797003189E0
2.282997000E1,6.271750927E-1,-4.999876022E-1,-2.669091702E0,2.787003177E0
2.283494755E1,5.949190259E-1,-5.597720146E-1,-2.682018757E0,2.803657962E0
2.283992500E1,5.844817162E-1,-5.405569077E-1,-2.556137562E0,2.677248566E0
2.284490255E1,5.942610502E-1,-5.192179680E-1,-2.315395355E0,2.446178478E0
2.284988010E1,5.956352949E-1,-5.271773338E-1,-2.146362782E0,2.289010820E0
2.285485766E1,6.031366587E-1,-5.237627029E-1,-2.113515854E0,2.259435873E0
2.285983526E1,5.662479401E-1,-5.067262650E-1,-2.053925991E0,2.189981784E0
2.286481281E1,5.541851521E-1,-4.616360664E-1,-2.118410587E0,2.237832089E0
2.286979036E1,5.330998898E-1,-3.598985672E-1,-2.184757710E0,2.277474198E0
2.287476792E1,5.099038482E-1,-2.730836868E-1,-2.291412354E0,2.363291605E0
2.287974547E1,4.221925735E-1,-1.912913322E-1,-2.397838116E0,2.442225741E0
2.288472302E1,3.608667254E-1,-1.620116234E-1,-2.446825504E0,2.478593877E0
2.288970057E1,2.712695003E-1,-1.275882721E-1,-2.431349754E0,2.449760710E0
2.289467818E1,2.494201660E-1,-8.545923233E-2,-2.389863014E0,2.404362478E0
2.289965568E1,1.660399288E-1,-4.990816116E-2,-2.384645462E0,2.390939996E0
2.290463323E1,1.028074920E-1,-2.828550339E-2,-2.307870865E0,2.310332742E0
2.290961078E1,5.935513973E-2,-5.661010742E-2,-2.207405567E0,2.208928943E0
2.291458833E1,2.089512348E-2,-2.959871292E-2,-2.128724575E0,2.129032881E0
2.291956588E1,2.567145228E-2,-1.231002808E-2,-2.042863369E0,2.043061748E0
2.292454349E1,-6.518363953E-4,3.567218781E-2,-1.887472153E0,1.887809328E0
2.292952099E1,-2.723202109E-2,2.094984055E-2,-1.755931854E0,1.756267962E0
2.293449854E1,-3.743451834E-2,4.612016678E-2,-1.595373154E0,1.596478598E0
2.293947609E1,-3.124237061E-2,9.424638748E-2,-1.333973408E0,1.337663455E0
2.294445364E1,-2.001166344E-2,1.723504066E-1,-1.153574467E0,1.166550119E0
2.294943120E1,-4.199230671E-2,2.444558144E-1,-9.583387375E-1,9.899167312E-1
2.295440880E1,-9.501314163E-2,3.321337700E-1,-8.918652534E-1,9.564329399E-1
2.295938630E1,-1.501603127E-1,4.595184326E-1,-8.536267281E-1,9.810116718E-1
2.296436385E1,-1.809829473E-1,5.645303726E-1,-8.676023483E-1,1.050801220E0
2.296934140E1,-1.926329732E-1,6.451969147E-1,-9.746537209E-1,1.184625003E0
2.297431896E1,-2.621803284E-1,7.975535393E-1,-9.978342056E-1,1.304033464E0
2.297929651E1,-3.199964762E-1,9.403367043E-1,-9.540891647E-1,1.377286098E0
2.298427411E1,-3.754750490E-1,1.042553425E0,-9.655666351E-1,1.469768037E0
2.298925156E1,-3.454001546E-1,1.126184464E0,-1.061189651E0,1.585470337E0
2.299422911E1,-3.401095271E-1,1.172719955E0,-1.006777287E0,1.582576093E0
2.299920667E1,-3.495665193E-1,1.174981117E0,-7.857141495E-1,1.456064594E0
2.300418422E1,-3.612671494E-1,1.175995350E0,-4.555363655E-1,1.311865998E0
2.300916177E1,-3.107678890E-1,1.242417336E0,-1.286363602E-1,1.287138233E0
2.301413937E1,-3.313708305E-1,1.251817226E0,3.124847412E-1,1.332103490E0
2.301911693E1,-3.940021992E-1,1.005532742E0,6.500873566E-1,1.260534569E0
2.302409448E1,-4.969192147E-1,1.011029720E0,9.536666870E-1,1.476004726E0
2.302907203E1,-5.945276618E-1,1.035348415E0,1.295399666E0,1.761666761E0
2.303404958E1,-7.248207331E-1,9.962801933E-1,1.711670876E0,2.108970485E0
2.303902713E1,-8.902165890E-1,9.675307274E-1,2.008930206E0,2.400916879E0
2.304400474E1,-1.045989513E0,1.025355339E0,2.189831734E0,2.634541830E0
2.304898224E1,-1.252570391E0,1.152598858E0,2.206805229E0,2.787006643E0
2.305395979E1,-1.460473299E0,1.426023483E0,2.100472450E0,2.928909310E0
2.305893734E1,-1.605898857E0,1.752254486E0,1.830171585E0,2.999805819E0
2.306391489E1,-1.775711179E0,2.034126282E0,1.510259628E0,3.093817070E0
2.306889245E1,-1.865187407E0,2.349556446E0,1.178199768E0,3.222963582E0
2.307387005E1,-1.864930153E0,2.577714443E0,8.571367264E-1,3.295035598E0
2.307884755E1,-1.882996798E0,2.786617279E0,6.636667252E-1,3.428026593E0
2.308382510E1,-1.859536171E0,2.986829758E0,6.903095245E-1,3.585464267E0
2.308880266E1,-1.733827353E0,3.167473316E0,8.261489868E-1,3.704263307E0
2.309378021E1,-1.555257201E0,3.185622692E0,1.171250343E0,3.733476164E0
2.309875776E1,-1.410561085E0,3.092082500E0,1.828202248E0,3.859142420E0
2.310373536E1,-1.288208008E0,2.719393253E0,2.562440872E0,3.952300945E0
2.310871286E1,-1.148833036E0,2.340501785E0,3.268829346E0,4.181269095E0
